album,Marie,Jean,Pierre,Michel,André,Jeanne,Philippe,Louis,René,Alain,Jacques,Bernard,Marcel,Daniel,Roger,Paul,Robert,Claude,Henri,Christian,Nicolas,Georges,Françoise,Monique,François,Patrick,Catherine,Nathalie,Gérard,Isabelle,Joseph,Christophe,Jacqueline,Sylvie,Anne,Julien,Maurice,Laurent,Frédéric,Martine,Eric,David,Stéphane,Pascal,Madeleine,Sébastien,Alexandre,Nicole,Suzanne,Thierry,Hélène,Christine,Olivier,Antoine,Thomas,Raymond,Louise,Marguerite,Guy,Denise,Christiane,Yvonne,Valérie,Sophie,Dominique,Charles,Sandrine,Céline,Stéphanie,Marc,Didier,Véronique,Vincent,Chantal,Yves,Marcelle,Guillaume,Renée,Maxime,Bruno,Simone,Jeannine,Andrée,Julie,Paulette,Germaine,Annie,Patricia,Lucie,Camille,Yvette,Brigitte,Léa,Alice,Emilie,Odette,Geneviève,Aurélie,Laurence,Michèle
alcest - écailles de lune,,,,,,3.5,,,,,,4.0,,,,,,,3.0,,,,,4.0,,,,3.0,,4.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,3.5,3.0,,3.0,4.0,2.5,3.0,,,,,,,,3.0,,,,,,,,,,,,3.5,,,,,,,2.5,,,,,,3.5
aldous harding - aldous harding,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aldous harding - designer,,,,,,,,,,,,3.5,,4.5,,,,,,,,,,,4.0,3.0,,3.0,,3.0,,,3.5,,,,4.0,,,,,,,,,,3.5,,,,,,3.0,,,4.5,,,,,,3.0,,,,,,4.5,,3.0,,,,,3.0,,,,,,,,,,,,3.0,,,,,,,,,,,,4.5,3.5
aldous harding - party,,,,4.0,,,,,,,,,,,,,,,,,,,3.5,,4.0,3.0,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,3.0,,4.5,,,,,,,,,,,,4.0,,2.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
aldous harding - warm chris,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
alex cameron - forced witness,3.5,,,4.0,,,,,,,,3.0,4.0,4.5,4.0,,,,3.5,,,,4.5,,2.5,3.0,,,,2.5,4.0,,,,4.0,,,,,,,,4.0,,,,,,,,,,4.5,3.5,,2.0,,4.0,,,,3.0,4.0,,2.0,4.0,,,1.5,3.0,,,,,,,,,,,,,3.5,,3.0,,3.0,,,,,,,,,,,,5.0,
alex cameron - jumping the shark,,,,3.5,4.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,
alex cameron - miami memory,,,,3.5,,,,,,,,,3.5,3.0,3.0,,,,,,,,4.0,,3.0,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,4.0,3.5,,,,3.0,,,,3.5,,,,3.5,,,,3.0,,,3.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
alex g - beach music,,4.0,,3.0,,3.5,,,,,,,,,,,3.5,,,,,,4.0,,3.5,3.0,3.5,,3.5,3.5,4.0,,,,,,,,,,,,,,,,,,,,,4.0,3.5,,,2.0,,,,3.5,,,,,,3.5,3.5,,,,,,3.5,,4.0,,,,,2.5,3.5,,,,,3.5,3.0,3.5,,,,3.5,,,,,,,,
alex g - dsu,,5.0,,,,4.0,,,,,,,,,,,3.0,,,,,,4.0,4.5,3.5,,,,,,4.0,,,,3.0,,,,,,,,,,,,,,,,,4.0,3.5,,,,,,,,,,,,,4.0,,,,,,,4.0,,3.5,,,,,3.0,,,,,,3.5,3.0,,,,,3.5,,,,,,,,
alex g - easy,,3.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
alex g - race,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,3.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,4.0,,,,3.0,,,,,,,3.5,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,
alex g - rules,,3.0,,,,,,,,,,,,,,,,,,,,,4.5,3.5,,,,,,3.0,3.5,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
alex g - trick,,3.5,,,,,,,,4.0,,,,,,,,,,3.0,,,4.0,4.0,,,3.5,,4.0,3.5,3.5,,,,,,,,,,,,,,,3.0,,,,,,4.0,4.0,,,,,,,,,2.5,,,,4.0,,,,,,,4.0,,3.0,,,,,,3.0,,,,,,3.0,,,,,3.5,,,,,,,,
alex g - winner,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
alex g / r.l. kelly split - alex g / r.l. kelly split,,3.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
algebra suicide - the secret like crazy,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,4.5,
algiers - algiers,3.5,,,3.0,,3.5,,,,,,,,,,3.5,,,,,,,,,3.0,,,,,,,3.0,,,,,,,,3.0,,,,,,1.5,,,3.5,,,,,,,2.0,,,,3.5,,2.5,4.0,,,,,,3.0,,,,,,3.0,,,,,2.5,,,,,3.0,,3.5,,,,,,3.5,2.5,,,,,,
algiers - the underside of power,3.0,,,3.5,,3.5,,,,,,,,,,4.0,,,,,,,,,,3.0,,,,3.5,,,,,,,,,,3.5,,,,,,,3.5,,,,3.5,,,,,2.5,2.5,,,,,4.0,3.5,,,3.0,3.5,,2.0,4.0,3.5,,,,2.5,,,,,2.5,,,,,4.0,,3.5,,,,,,,,,,,,,3.5
alice coltrane featuring pharoah sanders - journey in satchidananda,3.5,,,,,4.5,4.0,,,,,4.0,,,,5.0,4.0,,,4.0,,,,,4.5,,,4.0,,,,4.0,,4.0,4.0,,,4.0,,,4.0,,,,,,,,5.0,4.0,,,,4.5,,4.0,,4.5,,,,,,3.5,,4.0,4.0,,,,4.0,,,4.0,4.0,3.0,3.5,3.0,,,,,,,4.0,4.0,,,,2.5,4.5,,4.5,4.0,,,,,,5.0
alien nosejob - hc45-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alien nosejob - once again the present becomes the past,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,
alien nosejob - suddenly everything is twice as loud,,,,,,,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,3.0,,,,,,,,,,,,,,,,,,,
all hits - men and their work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,
allah-las - allah las,,,,,,3.0,,,,,,,,,,,3.0,,,,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,3.0,,,,4.0,,,,,,,,4.0,,,,,,,,,,3.5,
allah-las - worship the sun,,,,,,,,,,,,,,,,,3.5,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,
alt-j - an awesome wave,,1.5,2.5,4.5,,0.5,,,,,,,,,,,,,,,,,2.5,,3.0,3.5,,3.0,,,,3.0,,,,,,2.5,,2.5,,,3.0,,2.0,,,,,,,,,,,3.0,,,,2.0,,4.0,3.5,,1.5,,,,,,,,,,,,,,,2.0,3.5,,,,,,,,3.5,,,,,,,,,2.5,3.0,2.5
altar of eden - chimeras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
alva noto - transform,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
alvvays - antisocialites,3.5,2.5,4.0,4.0,,,,,,,,4.0,4.0,,,,,3.0,3.0,3.0,,,4.0,,3.0,3.5,3.5,,,3.0,3.0,2.5,,4.0,3.5,3.5,,3.0,,4.0,,,,,,,3.5,,,,,4.5,3.5,,,4.5,4.0,3.0,,,,4.5,3.5,,4.0,3.5,3.5,,3.5,3.5,3.5,,4.5,3.0,3.0,4.5,,,,2.5,,,3.5,,3.5,4.0,3.5,,,,,4.0,,3.5,,,,,,3.5
amen dunes - dia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amen dunes - freedom,3.0,,,4.0,,4.0,,,,,3.5,4.0,,4.0,,,,,,,,,,,3.0,3.0,,,,3.0,4.0,,,,,,,,,,,,,,,,3.5,,,,,,,,,3.5,2.0,,,,,3.5,,,,4.0,,5.0,3.0,3.5,,,,,4.5,,3.5,,,,,,,,,,2.5,,,,,,,,,,,,,
amen dunes - love,,,,3.5,3.0,4.0,,,,,,,,,,,3.5,,,,,,,,3.5,,,,,3.5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,4.5,,,,,,5.0,,,,,,,3.5,,3.5,,,2.0,3.0,,,,,3.5,,,,,,3.0,,,,,,3.5,,
amen dunes - through donkey jaw,,,,3.0,,3.5,,,,,,,,,,,2.5,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,3.0,,,3.5,,,2.5,3.5,,4.0,,,,,,,,,3.5,,,2.5,,,,,,,,,,,
american football - american football,,3.0,3.5,4.0,,4.0,4.5,3.5,,,,4.0,3.5,,,4.0,,,3.0,3.5,,,5.0,,3.0,,4.0,3.0,,2.5,,2.5,,3.0,4.0,3.5,,2.5,,5.0,,,,,3.0,2.5,,,,,,4.0,,3.5,,,4.0,4.0,,2.5,4.0,3.5,2.5,3.0,3.0,4.0,3.5,,,,3.5,3.5,,3.0,4.5,3.0,2.5,3.0,,3.0,,3.5,3.5,,2.0,,3.5,,4.5,2.0,,,,3.5,,,,,3.5,4.0
american pleasure club - a whole fucking lifetime of this,,,,3.0,,,,,,,,3.0,,,,,,,,,,,4.0,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1.5,,,,,,,,
amesoeurs - amesoeurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,
amnesia scanner - another life,,2.5,,,,,3.5,,,,,3.0,,3.5,,,,,,,,,,,3.5,3.5,,,,3.5,,,,,3.5,,,3.0,,,,,,3.5,,2.0,,3.0,,,,,,,,3.5,3.0,,,,,4.0,4.0,,,,,,3.5,,3.5,,,,4.0,,,,,1.5,,,,,,,3.0,,,,,,,3.0,,,,,,3.5
amon düül ii - yeti,4.0,,,,,4.5,3.5,,,,,4.5,,,,3.5,3.0,,,,,4.0,,,3.5,3.0,,3.5,,3.5,,3.0,,4.0,4.0,3.0,,3.0,,4.5,,,,,,2.5,,,4.5,4.0,,,,,,3.0,3.5,,,,,3.5,4.5,3.5,4.5,4.0,,,4.5,,4.5,,,,,,3.5,,3.0,,,,,,3.5,3.5,,,,,0.5,,,,,,,,,4.5
amon tobin - permutation,,,,,,4.5,,,,,,4.5,,,,3.5,,,,,,,,,4.0,,,3.5,,4.0,,3.5,,,3.5,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,3.0,,3.5,,,,,,,,,,,,,,4.0,,,,3.0,,3.5,,,,,,,4.0,,,,,,
amyl and the sniffers - amyl and the sniffers,,,,,3.5,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,2.5,,,,,3.5,,,,,,,,,,,,,,3.0,,,,,3.5,,,,,,3.5,,,,,,,,3.5,,,,,,,4.0,,,,,,,,,3.0,3.5,,4.0,,,,,,,,,,,
anasazi - nasty witch rock,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anatol - ana,,,,,,,4.5,,,,,3.5,,,,,,,,,,,,,3.5,3.0,,,,3.0,,,,,,,,,,,,,,4.5,,,3.5,,,,,,,,,3.5,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anatol - fantasy violence,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
and so i watch you from afar - and so i watch you from afar,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andie oppenheimer - new mexico,,3.0,,,,4.0,,,,,,,,,,,,,,,,,,,3.5,3.5,,,,,,3.5,,,,,,4.5,,3.0,,,,,,4.5,,,,,,,,,,,,,,,,4.0,,,4.0,,,,3.5,4.0,,,,,,,,,,,,,,,5.0,,,,,,,3.0,,3.5,,,,,,
andrew jackson jihad - people who can eat people are the luckiest people in the world,,1.5,,4.0,,1.5,,,,,3.5,,,,3.5,3.0,,,2.0,3.5,,,4.5,,3.5,,4.0,3.0,,2.5,,3.5,,,,2.5,,2.0,,3.0,,,,,,3.0,,,,,,,,,,,,3.0,,,,3.0,2.5,,3.0,,2.5,,,,,3.5,,,,,,3.5,4.0,2.0,,,,,3.0,,3.5,,,3.0,,,,3.0,3.5,,,3.0,4.0,
andrew jackson jihad / ghost mice - andrew jackson jihad / ghost mice,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
androgynous mind - nightstalker,,2.0,,,,4.0,,,,,,3.5,,,,,,,,,,,,,,,,,,,3.5,,,,2.5,2.5,,,,,,,,,4.0,,,,,,,,,2.5,,,,,,,,4.0,,,,,,,,,,,,,,,,,,3.5,2.0,,,,,3.5,,,,3.5,,3.5,,,3.0,,,,,
android - chapter 001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andy guthrie - gyropedie,,,,,,,,,,4.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andy stott - faith in strangers,3.0,3.0,,3.5,,4.0,,,,,,3.5,,,,4.0,,,,,3.0,,4.0,,4.0,4.0,,,,4.0,3.5,,,,,,,,,4.0,,3.0,,3.5,,,,,4.0,,,,,,,4.5,,,,,,3.0,3.5,,4.5,,3.0,,3.5,,4.0,,,4.0,4.0,,,,,3.5,,,,,4.5,,3.0,,,,,,4.0,3.0,,,,,3.0,4.5
andy stott - luxury problems,4.5,,3.0,,,4.5,,,,,,3.5,,,,4.0,,,,,,,4.0,,4.0,4.5,,3.5,,3.5,4.0,,,,3.5,,,3.0,,4.0,,,,4.5,,,,,4.0,,,,,,,4.5,,,,3.5,,3.5,4.0,,4.5,3.5,3.0,,,3.5,4.5,,,4.0,3.5,,3.5,,,3.5,,,,,4.5,,3.0,,,,,,3.5,3.5,,,,3.5,3.0,4.0
andy stott - we stay together,3.5,,,,,,,,3.0,,,3.5,,,,,,,,,,,,,4.0,3.5,,,,3.5,4.5,,,,,,,,,,,,,4.0,,,,,,,,,,,,4.5,,,,,,3.5,2.5,,4.0,,,,3.5,,4.0,,,4.5,3.5,,,,,4.0,,,,,4.5,,3.5,,,2.0,,,,4.0,,,,,,4.0
angel olsen - all mirrors,3.0,,3.5,4.0,,4.0,,,,,3.0,4.0,,,,3.5,,,,,,,4.0,,3.5,3.0,,,,3.0,,,4.0,4.0,,,,3.0,,4.5,,,,,,,4.0,,,3.5,,4.0,3.5,,,4.5,,3.5,,,,4.0,,,,3.5,4.0,,3.5,,3.5,,3.5,3.0,3.5,,3.0,,,2.0,,,3.5,,3.5,,3.5,,,,5.0,,,,,,,,,3.5
angel olsen - burn your fire for no witness,,,,4.0,,4.5,,,,,,4.0,,,,,2.5,,,,3.0,,4.5,,3.5,3.5,,,,3.0,3.0,,,,3.5,,,,3.0,,,,,,,3.0,,,,,,,,,,3.5,,,,,,,,,3.5,3.5,3.5,,,,,,,,3.0,,3.0,,,2.5,,,,,,4.0,3.0,,,,4.5,,,3.5,,,,,4.0,
angel olsen - half way home,,,4.0,4.0,,4.5,,,,,,3.5,,,,,,,,,,,3.5,,3.5,,,,,,,,,,3.0,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,3.0,,,,,,,3.0,,,,,,,,,,,,,
angel olsen - my woman,3.0,2.0,,4.0,,4.5,,,,,,4.0,,,,,2.5,,3.0,,,,5.0,,3.5,3.0,,3.0,,3.0,4.0,,,,3.5,,,3.5,,3.0,,,,,,2.5,,,,,,,4.0,,,3.5,3.0,3.5,,,,3.0,,,,4.0,3.0,,3.5,,3.5,,,,3.0,3.0,,,,2.5,,,3.5,,,4.0,3.0,,,,5.0,,,3.0,,,,,4.5,3.0
angel olsen - phases,,,,,,4.5,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,3.5,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
angel olsen - strange cacti,,,,4.0,,5.0,,,,,2.5,,,,,3.0,,,,,,,,,,,,,,,4.0,,,,,,,3.5,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,3.5,,,,,,,,,5.0,
angel olsen - whole new mess,,,,,,,,,,,2.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,3.5,,,,,,3.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,3.0,,,,4.5,,,,,,,,,3.0
angelo badalamenti - soundtrack from twin peaks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.5,,,3.5,3.0,,,,,,,,,,,,,,,,,,4.5,4.0,,,,,,,,,,,4.5,,,,,4.0,,,,3.5,,3.0,,,3.5,,,,,,4.0,4.0,,,3.5,4.5,,,3.5,,,,,5.0,
angelo badalamenti - twin peaks,4.0,,,4.0,,,3.5,,4.0,4.0,,4.0,,,,4.5,,,4.0,4.0,4.0,,,4.5,4.0,,,3.5,,,,,,4.0,,,,3.5,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,,,,,,3.5,,,5.0,,,,,,3.0,,,,,,,,,3.5,,,,4.0,,,,,,,,,,,4.5
anika - anika,,3.0,,,,,,,,,,,,,,,,,,,4.0,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,4.0,,,3.0,,,,,,,,,,,,,,,,,,,,
anika - change,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,3.5,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
animal collective - fall be kind,3.0,,,,3.5,4.0,,,,,,3.5,,,,,4.0,,4.0,,,,5.0,4.0,3.5,4.0,4.5,3.0,4.0,2.5,4.0,,,,3.5,3.5,,3.0,,,,,3.0,,,,,,4.0,,,,4.0,,,4.5,,,,4.5,,,4.0,,,4.5,3.5,4.5,3.5,,4.0,,,3.0,3.0,,,4.0,3.5,3.0,4.0,,,,,3.5,,,,4.0,,,3.5,4.0,,,,,,
animal collective - feels,3.5,3.0,,4.5,4.0,5.0,3.5,,,3.0,,4.5,3.0,,,3.5,4.0,,4.0,4.0,,,4.5,4.0,3.5,3.5,4.5,4.0,3.5,3.0,4.5,2.0,,4.0,4.5,4.0,,4.0,3.5,4.5,,,4.0,,4.0,2.5,,,,,,,4.5,,,4.5,,,4.5,5.0,4.0,3.5,4.5,,2.5,4.0,3.5,5.0,3.5,,4.0,5.0,,3.5,3.5,3.0,3.0,4.0,4.0,2.5,,,4.0,,3.0,4.0,3.0,,,3.5,,,4.0,3.5,,,,4.5,5.0,3.5
animal collective - merriweather post pavilion,4.5,3.0,3.0,5.0,4.0,4.5,4.0,,,3.0,3.5,4.5,4.0,,,3.0,4.5,,4.5,3.5,,,5.0,3.5,4.0,4.5,5.0,4.0,4.5,3.5,4.5,2.5,,3.0,5.0,3.5,,3.5,0.5,4.5,,,3.0,,4.0,2.5,,,,,3.0,,4.5,4.0,,4.5,3.5,3.0,5.0,4.5,4.0,3.5,4.5,,3.0,4.0,4.5,5.0,4.0,,4.5,4.0,,3.0,4.0,4.0,2.5,4.0,4.0,2.5,4.0,,3.5,,3.0,5.0,3.0,,4.0,3.5,0.5,4.0,4.0,4.0,,3.5,,4.0,3.5,4.0
animal collective - strawberry jam,3.0,3.5,3.0,4.0,4.5,5.0,3.5,,,3.0,,4.0,,,,3.5,5.0,,4.0,4.0,,,4.5,4.0,3.5,4.0,4.5,3.5,4.0,3.5,4.5,3.0,5.0,3.5,4.5,4.0,,3.5,1.5,4.5,,,4.5,,,4.5,,,,,,,5.0,,,4.5,4.0,4.0,4.5,,,4.0,4.0,,2.0,4.5,4.0,5.0,3.5,,4.0,4.0,,3.5,4.0,3.0,2.5,3.5,4.0,2.5,,,4.0,,3.5,5.0,3.0,,3.5,3.5,4.5,,4.5,4.0,,,,4.5,4.0,3.5
animal collective - sung tongs,3.5,3.0,3.0,,4.0,5.0,3.5,,3.0,3.0,,4.5,,,,4.0,5.0,,4.0,4.0,,,4.5,4.5,3.5,4.0,4.0,4.0,3.5,3.0,3.5,,,,4.0,4.0,,4.0,,4.0,,,3.5,,4.0,2.0,,,,,2.5,,5.0,,,4.5,,,,4.0,,4.0,5.0,2.5,3.5,4.0,2.5,5.0,,,4.0,4.5,,3.0,4.0,3.0,3.5,4.0,3.5,2.5,,,,,2.5,4.5,3.0,,,,,3.5,4.0,3.0,5.0,3.5,4.5,4.0,5.0,3.0
anna calvi - anna calvi,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anna gardeck - bondage women,,,,,,4.0,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anna meredith - varmints,3.5,,,3.0,,,,,,,4.0,4.0,,,,,,,,,,,3.0,,3.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,2.5,,,,,,,,4.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
anna von hausswolff - dead magic,3.0,,,3.0,,4.0,,,,,4.0,,3.5,,,3.5,,,,,,,,,4.0,4.0,,2.5,,3.5,,3.0,,4.0,3.5,4.0,,3.5,,4.5,3.5,,,,,,4.0,,,4.0,,,,,,2.0,3.5,3.5,,,,3.5,4.0,3.0,4.0,3.5,,,3.0,3.5,,,,3.5,3.0,3.0,,,,3.5,,,4.0,,4.0,,3.5,,,,,,,,,3.5,,,2.0,4.0
anna von hausswolff - the miraculous,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,3.5,,,,,,,,2.5,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,3.0,,,,,,,,,,,,3.5,,,,,,,,,,,,,
antena - camino del sol,4.0,,,,,,,,,,,,,,,,4.0,,,,,,4.5,,4.5,,,,,,,,,,4.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,4.0,3.5,,,3.5,,,,,,4.0,,,,,3.5,,,,,,,,,,3.5,,,,4.0,,,,,,3.5
anthony shake shakir - frictionalism 1994-2009,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anthony1 - ???,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antoine beuger / jürg frey / marcus kaiser / radu malfatti / andré möller / kathryn gleasman pisaro / michael pisaro - nature denatured and found again,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,4.0,,,4.5,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,4.0,3.5,,,,,,,,,,,,
antônio carlos jobim - wave,3.5,,,3.5,,4.0,,,,,,4.0,,,,,,,,,,,4.5,,,,,,,,,2.0,,,2.5,,,3.5,,,,,,,,4.0,,,,,,,,,,,,,,,,,4.0,,,,4.0,,,,,,,3.0,,,,,,,,,,,,3.5,,,,,,,,,,,,,,3.0
anxiety - anxiety,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aphex twin - drukqs,,,,,,4.0,,,,4.0,,3.5,,,,5.0,,,3.5,4.0,,,4.0,,4.0,3.5,,4.0,3.5,5.0,,3.0,,4.0,,,,4.5,,,,3.5,,,,2.0,,,,,,,,,4.5,,,3.5,,,4.0,,4.5,,4.0,3.5,3.5,,,,4.0,4.0,,3.5,3.5,3.0,3.5,4.5,,,3.5,,4.0,,3.5,4.0,,,,,4.5,,4.0,,,3.5,3.0,,,3.5
